region,Sport,Season,Event,0
Spain,Cycling,Summer,Cycling Women's Points Race,1
Spain,Equestrianism,Summer,"Equestrianism Men's Jumping, Team",6
Spain,Equestrianism,Summer,"Equestrianism Mixed Dressage, Individual",1
Spain,Equestrianism,Summer,"Equestrianism Mixed Dressage, Team",4
Spain,Fencing,Summer,"Fencing Men's epee, Individual",1
Spain,Football,Summer,Football Men's Football,52
Spain,Gymnastics,Summer,Gymnastics Men's Floor Exercise,1
Spain,Gymnastics,Summer,Gymnastics Men's Horse Vault,2
Spain,Gymnastics,Summer,Gymnastics Women's Floor Exercise,1
Spain,Handball,Summer,Handball Men's Handball,45
Spain,Handball,Summer,Handball Women's Handball,15
Spain,Hockey,Summer,Hockey Men's Hockey,62
Spain,Hockey,Summer,Hockey Women's Hockey,15
Spain,Judo,Summer,Judo Men's Heavyweight,1
Spain,Judo,Summer,Judo Women's Extra-Lightweight,1
Spain,Judo,Summer,Judo Women's Half-Lightweight,1
Spain,Judo,Summer,Judo Women's Lightweight,3
Spain,Polo,Summer,Polo Men's Polo,5
Spain,Rhythmic Gymnastics,Summer,Rhythmic Gymnastics Women's Group,11
Spain,Rhythmic Gymnastics,Summer,Rhythmic Gymnastics Women's Individual,1
Spain,Rowing,Summer,Rowing Men's Coxless Pairs,2
Spain,Sailing,Summer,Sailing Men's One Person Dinghy,2
Spain,Sailing,Summer,Sailing Men's Two Person Dinghy,2
Spain,Sailing,Summer,Sailing Mixed Multihull,4
Spain,Sailing,Summer,Sailing Mixed One Person Dinghy,2
Spain,Sailing,Summer,Sailing Mixed Skiff,4
Spain,Sailing,Summer,Sailing Mixed Two Person Dinghy,4
Spain,Sailing,Summer,Sailing Mixed Two Person Heavyweight Dinghy,4
Spain,Sailing,Summer,Sailing Women's One Person Dinghy,1
Spain,Sailing,Summer,Sailing Women's Three Person Keelboat,3
Spain,Sailing,Summer,Sailing Women's Two Person Dinghy,6
Spain,Sailing,Summer,Sailing Women's Windsurfer,1
Spain,Shooting,Summer,"Shooting Men's Free Pistol, 50 metres",1
Spain,Shooting,Summer,Shooting Mixed Skeet,1
Spain,Shooting,Summer,Shooting Women's Trap,1
Spain,Swimming,Summer,Swimming Men's 100 metres Butterfly,1
Spain,Swimming,Summer,Swimming Men's 200 metres Backstroke,1
Spain,Swimming,Summer,Swimming Men's 200 metres Breaststroke,1
Spain,Swimming,Summer,Swimming Women's 100 metres Backstroke,1
Spain,Swimming,Summer,Swimming Women's 200 metres Butterfly,2
Spain,Swimming,Summer,Swimming Women's 400 metres Individual Medley,1
Spain,Swimming,Summer,Swimming Women's 800 metres Freestyle,1
Spain,Synchronized Swimming,Summer,Synchronized Swimming Women's Duet,4
Spain,Synchronized Swimming,Summer,Synchronized Swimming Women's Team,16
Spain,Taekwondo,Summer,Taekwondo Men's Featherweight,1
Spain,Taekwondo,Summer,Taekwondo Men's Flyweight,2
Spain,Taekwondo,Summer,Taekwondo Men's Welterweight,1
Spain,Taekwondo,Summer,Taekwondo Women's Featherweight,1
Spain,Taekwondo,Summer,Taekwondo Women's Flyweight,1
Spain,Tennis,Summer,Tennis Men's Doubles,6
Spain,Tennis,Summer,Tennis Men's Singles,3
Spain,Tennis,Summer,Tennis Women's Doubles,8
Spain,Tennis,Summer,Tennis Women's Singles,2
Spain,Triathlon,Summer,Triathlon Men's Olympic Distance,1
Spain,Water Polo,Summer,Water Polo Men's Water Polo,24
Spain,Water Polo,Summer,Water Polo Women's Water Polo,12
Spain,Weightlifting,Summer,Weightlifting Women's Heavyweight,1
Spain,Wrestling,Summer,"Wrestling Women's Heavyweight, Freestyle",1
Sri Lanka,Athletics,Summer,Athletics Men's 400 metres Hurdles,1
Sri Lanka,Athletics,Summer,Athletics Women's 200 metres,1
Sudan,Athletics,Summer,Athletics Men's 800 metres,1
Suriname,Swimming,Summer,Swimming Men's 100 metres Butterfly,2
Sweden,Alpine Skiing,Winter,Alpine Skiing Men's Giant Slalom,2
Sweden,Alpine Skiing,Winter,Alpine Skiing Men's Slalom,3
Sweden,Alpine Skiing,Winter,Alpine Skiing Men's Super G,1
Sweden,Alpine Skiing,Winter,Alpine Skiing Women's Combined,3
Sweden,Alpine Skiing,Winter,Alpine Skiing Women's Downhill,2
Sweden,Alpine Skiing,Winter,Alpine Skiing Women's Giant Slalom,3
Sweden,Alpine Skiing,Winter,Alpine Skiing Women's Slalom,2
Sweden,Archery,Summer,Archery Men's Individual,2
Sweden,Art Competitions,Summer,"Art Competitions Mixed Architecture, Architectural Designs",1
Sweden,Art Competitions,Summer,"Art Competitions Mixed Painting, Paintings",1
Sweden,Art Competitions,Summer,"Art Competitions Mixed Sculpturing, Statues",2
Sweden,Athletics,Summer,"Athletics Men's 1,500 metres",3
Sweden,Athletics,Summer,Athletics Men's 10 kilometres Walk,3
Sweden,Athletics,Summer,"Athletics Men's 10,000 metres",3
Sweden,Athletics,Summer,Athletics Men's 110 metres Hurdles,1
Sweden,Athletics,Summer,"Athletics Men's 3,000 metres Steeplechase",4
Sweden,Athletics,Summer,"Athletics Men's 3,000 metres, Team",10
Sweden,Athletics,Summer,Athletics Men's 4 x 100 metres Relay,8
Sweden,Athletics,Summer,Athletics Men's 4 x 400 metres Relay,8
Sweden,Athletics,Summer,Athletics Men's 400 metres,1
Sweden,Athletics,Summer,Athletics Men's 400 metres Hurdles,1
Sweden,Athletics,Summer,Athletics Men's 5 mile,3
Sweden,Athletics,Summer,"Athletics Men's 5,000 metres",4
Sweden,Athletics,Summer,Athletics Men's 50 kilometres Walk,5
Sweden,Athletics,Summer,Athletics Men's 56-pound Weight Throw,1
Sweden,Athletics,Summer,Athletics Men's 800 metres,1
Sweden,Athletics,Summer,"Athletics Men's Cross-Country, Individual",3
Sweden,Athletics,Summer,"Athletics Men's Cross-Country, Team",18
Sweden,Athletics,Summer,Athletics Men's Decathlon,4
Sweden,Athletics,Summer,Athletics Men's Discus Throw,1
Sweden,Athletics,Summer,"Athletics Men's Discus Throw, Both Hands",1
Sweden,Athletics,Summer,Athletics Men's Hammer Throw,3
Sweden,Athletics,Summer,Athletics Men's High Jump,5
Sweden,Athletics,Summer,Athletics Men's Javelin Throw,6
Sweden,Athletics,Summer,"Athletics Men's Javelin Throw, Freestyle",4
Sweden,Athletics,Summer,Athletics Men's Long Jump,3
Sweden,Athletics,Summer,Athletics Men's Marathon,3
Sweden,Athletics,Summer,Athletics Men's Pentathlon (Ancient),2
Sweden,Athletics,Summer,Athletics Men's Pole Vault,4
Sweden,Athletics,Summer,Athletics Men's Shot Put,1
Sweden,Athletics,Summer,Athletics Men's Triple Jump,8
Sweden,Athletics,Summer,Athletics Women's 100 metres Hurdles,1
Sweden,Athletics,Summer,Athletics Women's 800 metres,1
Sweden,Athletics,Summer,Athletics Women's Discus Throw,1
Sweden,Athletics,Summer,Athletics Women's Heptathlon,1
Sweden,Athletics,Summer,Athletics Women's High Jump,1
Sweden,Athletics,Summer,Athletics Women's Long Jump,1
Sweden,Biathlon,Winter,Biathlon Men's 12.5 kilometres Pursuit,1
Sweden,Biathlon,Winter,Biathlon Men's 20 kilometres,3
Sweden,Biathlon,Winter,Biathlon Men's 4 x 7.5 kilometres Relay,8
Sweden,Biathlon,Winter,Biathlon Women's 12.5 kilometres Mass Start,1
Sweden,Biathlon,Winter,Biathlon Women's 15 kilometres,1
Sweden,Biathlon,Winter,Biathlon Women's 7.5 kilometres Sprint,2
Sweden,Boxing,Summer,Boxing Men's Featherweight,1
Sweden,Boxing,Summer,Boxing Men's Heavyweight,4
Sweden,Boxing,Summer,Boxing Men's Light-Welterweight,1
Sweden,Boxing,Summer,Boxing Men's Lightweight,4
Sweden,Boxing,Summer,Boxing Men's Middleweight,1
Sweden,Canoeing,Summer,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",2
Sweden,Canoeing,Summer,"Canoeing Men's Kayak Doubles, 1,000 metres",14
Sweden,Canoeing,Summer,"Canoeing Men's Kayak Doubles, 10,000 metres",6
Sweden,Canoeing,Summer,"Canoeing Men's Kayak Doubles, 500 metres",2
Sweden,Canoeing,Summer,"Canoeing Men's Kayak Fours, 1,000 metres",4
Sweden,Canoeing,Summer,"Canoeing Men's Kayak Singles, 1,000 metres",6
Sweden,Canoeing,Summer,"Canoeing Men's Kayak Singles, 10,000 metres",3
Sweden,Canoeing,Summer,"Canoeing Men's Kayak Singles, 500 metres",1
Sweden,Canoeing,Summer,"Canoeing Women's Kayak Doubles, 500 metres",6
Sweden,Canoeing,Summer,"Canoeing Women's Kayak Fours, 500 metres",12
Sweden,Canoeing,Summer,"Canoeing Women's Kayak Singles, 500 metres",1
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Men's 10 kilometres,1
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Men's 10/10 kilometres Pursuit,1
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Men's 15 kilometres,9
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Men's 18 kilometres,6
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Men's 30 kilometres,4
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Men's 30 km Skiathlon,3
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Men's 4 x 10 kilometres Relay,44
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Men's 50 kilometres,18
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Men's Sprint,4
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Men's Team Sprint,4
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Women's 10 kilometres,4
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Women's 15 km Skiathlon,2
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Women's 3 x 5 kilometres Relay,12
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Women's 4 x 5 kilometres Relay,4
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Women's 5 kilometres,1
Sweden,Cross Country Skiing,Winter,Cross Country Skiing Women's Team Sprint,6
Sweden,Curling,Winter,Curling Men's Curling,12
Sweden,Curling,Winter,Curling Women's Curling,17
Sweden,Cycling,Summer,Cycling Men's 100 kilometres Team Time Trial,12
Sweden,Cycling,Summer,Cycling Men's Individual Time Trial,1
Sweden,Cycling,Summer,"Cycling Men's Road Race, Individual",5
Sweden,Cycling,Summer,"Cycling Men's Road Race, Team",27
Sweden,Cycling,Summer,"Cycling Women's Mountainbike, Cross-Country",1
Sweden,Cycling,Summer,"Cycling Women's Road Race, Individual",2
Sweden,Diving,Summer,Diving Men's Plain High,7
Sweden,Diving,Summer,Diving Men's Platform,6
Sweden,Diving,Summer,Diving Women's Plain High,4
Sweden,Diving,Summer,Diving Women's Platform,3
Sweden,Diving,Summer,Diving Women's Springboard,1
Sweden,Equestrianism,Summer,"Equestrianism Men's Dressage, Individual",10
Sweden,Equestrianism,Summer,"Equestrianism Men's Dressage, Team",9
Sweden,Equestrianism,Summer,"Equestrianism Men's Jumping, Individual",2
Sweden,Equestrianism,Summer,"Equestrianism Men's Jumping, Team",15
Sweden,Equestrianism,Summer,"Equestrianism Men's Three-Day Event, Individual",7
Sweden,Equestrianism,Summer,"Equestrianism Men's Three-Day Event, Team",17
Sweden,Equestrianism,Summer,"Equestrianism Men's Vaulting, Team",3
Sweden,Equestrianism,Summer,"Equestrianism Mixed Dressage, Individual",2
Sweden,Equestrianism,Summer,"Equestrianism Mixed Dressage, Team",12
Sweden,Equestrianism,Summer,"Equestrianism Mixed Jumping, Individual",2
Sweden,Equestrianism,Summer,"Equestrianism Mixed Jumping, Team",4
Sweden,Equestrianism,Summer,"Equestrianism Mixed Three-Day Event, Individual",2
Sweden,Fencing,Summer,"Fencing Men's epee, Individual",3
Sweden,Fencing,Summer,"Fencing Men's epee, Team",23
Sweden,Figure Skating,Summer,Figure Skating Men's Singles,4
Sweden,Figure Skating,Summer,Figure Skating Women's Singles,2
Sweden,Figure Skating,Winter,Figure Skating Men's Singles,3
Sweden,Figure Skating,Winter,Figure Skating Women's Singles,1
Sweden,Football,Summer,Football Men's Football,42
Sweden,Football,Summer,Football Women's Football,18
Sweden,Freestyle Skiing,Winter,Freestyle Skiing Women's Aerials,1
Sweden,Freestyle Skiing,Winter,Freestyle Skiing Women's Ski Cross,1
Sweden,Golf,Summer,Golf Men's Individual,1
Sweden,Gymnastics,Summer,Gymnastics Men's Floor Exercise,2
Sweden,Gymnastics,Summer,Gymnastics Men's Team All-Around,38
Sweden,Gymnastics,Summer,"Gymnastics Men's Team All-Around, Swedish System",48
Sweden,Gymnastics,Summer,Gymnastics Women's Horse Vault,1
Sweden,Gymnastics,Summer,Gymnastics Women's Team Portable Apparatus,14
Sweden,Handball,Summer,Handball Men's Handball,61
Sweden,Ice Hockey,Winter,Ice Hockey Men's Ice Hockey,177
Sweden,Ice Hockey,Winter,Ice Hockey Women's Ice Hockey,40
Sweden,Modern Pentathlon,Summer,Modern Pentathlon Men's Individual,19
Sweden,Modern Pentathlon,Summer,Modern Pentathlon Men's Team,6
Sweden,Nordic Combined,Winter,Nordic Combined Men's Individual,2
Sweden,Rowing,Summer,Rowing Men's Coxed Fours,5
Sweden,Rowing,Summer,"Rowing Men's Coxed Fours, Inriggers",5
Sweden,Sailing,Summer,Sailing Men's One Person Dinghy,2
Sweden,Sailing,Summer,Sailing Men's Two Person Keelboat,4
Sweden,Sailing,Summer,Sailing Mixed 10 metres,8
Sweden,Sailing,Summer,Sailing Mixed 12 metres,10
Sweden,Sailing,Summer,Sailing Mixed 30 metres,3
Sweden,Sailing,Summer,Sailing Mixed 40 metres,8
Sweden,Sailing,Summer,Sailing Mixed 5.5 metres,12
Sweden,Sailing,Summer,Sailing Mixed 6 metres,17
Sweden,Sailing,Summer,Sailing Mixed 8 metres,16
Sweden,Sailing,Summer,Sailing Mixed Multihull,2
Sweden,Sailing,Summer,Sailing Mixed One Person Dinghy,2
Sweden,Sailing,Summer,Sailing Mixed Three Person Keelboat,13
Sweden,Sailing,Summer,Sailing Mixed Two Person Keelboat,12
Sweden,Sailing,Summer,Sailing Women's Two Person Dinghy,4
Sweden,Shooting,Summer,Shooting Men's Double Trap,1
Sweden,Shooting,Summer,"Shooting Men's Dueling Pistol Au Commandement, 25 metres",2
Sweden,Shooting,Summer,"Shooting Men's Dueling Pistol, 30 metres",2
Sweden,Shooting,Summer,"Shooting Men's Dueling Pistol, 30 metres, Team",4
Sweden,Shooting,Summer,"Shooting Men's Free Pistol, 50 metres",5
Sweden,Shooting,Summer,"Shooting Men's Free Pistol, 50 metres, Team",9
Sweden,Shooting,Summer,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",12
Sweden,Shooting,Summer,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",6
Sweden,Shooting,Summer,"Shooting Men's Military Rifle, Prone, 600 metres",2
Sweden,Shooting,Summer,"Shooting Men's Military Rifle, Prone, 600 metres, Team",5
Sweden,Shooting,Summer,"Shooting Men's Military Rifle, Standing, 300 metres, Team",5
Sweden,Shooting,Summer,"Shooting Men's Rapid-Fire Pistol, 25 metres",3
Sweden,Shooting,Summer,"Shooting Men's Running Target, Double Shot",6
Sweden,Shooting,Summer,"Shooting Men's Running Target, Double Shot, Team",9
Sweden,Shooting,Summer,"Shooting Men's Running Target, Single And Double Shot",2
Sweden,Shooting,Summer,"Shooting Men's Running Target, Single Shot",4
Sweden,Shooting,Summer,"Shooting Men's Running Target, Single Shot, Team",12
Sweden,Shooting,Summer,Shooting Men's Skeet,1
Sweden,Shooting,Summer,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",5
Sweden,Shooting,Summer,"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team",4
Sweden,Shooting,Summer,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",3
Sweden,Shooting,Summer,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",4
Sweden,Shooting,Summer,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",3
Sweden,Shooting,Summer,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",4
Sweden,Shooting,Summer,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1
Sweden,Shooting,Summer,Shooting Men's Trap,2
Sweden,Shooting,Summer,"Shooting Men's Trap, Team",6
Sweden,Shooting,Summer,"Shooting Mixed Free Pistol, 50 metres",1
Sweden,Shooting,Summer,Shooting Mixed Skeet,1
Sweden,Shooting,Summer,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",1
Sweden,Shooting,Summer,Shooting Women's Double Trap,1
Sweden,Ski Jumping,Winter,"Ski Jumping Men's Normal Hill, Individual",2
Sweden,Snowboarding,Winter,Snowboarding Men's Parallel Giant Slalom,1
Sweden,Speed Skating,Winter,"Speed Skating Men's 1,500 metres",2
Sweden,Speed Skating,Winter,"Speed Skating Men's 10,000 metres",9
Sweden,Speed Skating,Winter,"Speed Skating Men's 5,000 metres",4
Sweden,Speed Skating,Winter,Speed Skating Men's 500 metres,1
Sweden,Swimming,Summer,"Swimming Men's 1,500 metres Freestyle",2
Sweden,Swimming,Summer,Swimming Men's 100 metres Backstroke,1
Sweden,Swimming,Summer,Swimming Men's 100 metres Butterfly,2
Sweden,Swimming,Summer,Swimming Men's 100 metres Freestyle,5
Sweden,Swimming,Summer,Swimming Men's 200 metres Breaststroke,3
Sweden,Swimming,Summer,Swimming Men's 200 metres Freestyle,2
Sweden,Swimming,Summer,Swimming Men's 200 metres Individual Medley,1
Sweden,Swimming,Summer,Swimming Men's 4 x 100 metres Freestyle Relay,6
Sweden,Swimming,Summer,Swimming Men's 4 x 200 metres Freestyle Relay,14
Sweden,Swimming,Summer,Swimming Men's 400 metres Breaststroke,3
Sweden,Swimming,Summer,Swimming Men's 400 metres Freestyle,4
Sweden,Swimming,Summer,Swimming Men's 400 metres Individual Medley,1
Sweden,Swimming,Summer,Swimming Women's 100 metres Butterfly,1
Sweden,Swimming,Summer,Swimming Women's 100 metres Freestyle,2
Sweden,Swimming,Summer,Swimming Women's 200 metres Freestyle,1
Sweden,Swimming,Summer,Swimming Women's 4 x 100 metres Freestyle Relay,20
Sweden,Swimming,Summer,Swimming Women's 400 metres Freestyle,1
Sweden,Swimming,Summer,Swimming Women's 50 metres Freestyle,1
Sweden,Table Tennis,Summer,Table Tennis Men's Singles,3
Sweden,Tennis,Summer,Tennis Men's Doubles,4
Sweden,Tennis,Summer,"Tennis Men's Doubles, Covered Courts",4
Sweden,Tennis,Summer,Tennis Men's Singles,1
Sweden,Tennis,Summer,Tennis Mixed Doubles,2
Sweden,Tennis,Summer,"Tennis Mixed Doubles, Covered Courts",2
Sweden,Tennis,Summer,"Tennis Women's Singles, Covered Courts",1
Sweden,Triathlon,Summer,Triathlon Women's Olympic Distance,1
Sweden,Tug-Of-War,Summer,Tug-Of-War Men's Tug-Of-War,19
Sweden,Water Polo,Summer,Water Polo Men's Water Polo,24
Sweden,Weightlifting,Summer,Weightlifting Men's Light-Heavyweight,2
Sweden,Weightlifting,Summer,Weightlifting Men's Middle-Heavyweight,1
Sweden,Weightlifting,Summer,Weightlifting Men's Middleweight,1
Sweden,Wrestling,Summer,"Wrestling Men's Bantamweight, Greco-Roman",4
Sweden,Wrestling,Summer,"Wrestling Men's Featherweight, Freestyle",3
Sweden,Wrestling,Summer,"Wrestling Men's Featherweight, Greco-Roman",6
Sweden,Wrestling,Summer,"Wrestling Men's Flyweight, Freestyle",1
Sweden,Wrestling,Summer,"Wrestling Men's Heavyweight, Freestyle",5
Sweden,Wrestling,Summer,"Wrestling Men's Heavyweight, Greco-Roman",7
Sweden,Wrestling,Summer,"Wrestling Men's Light-Heavyweight, Freestyle",7
Sweden,Wrestling,Summer,"Wrestling Men's Light-Heavyweight, Greco-Roman",11
Sweden,Wrestling,Summer,"Wrestling Men's Lightweight, Freestyle",4
Sweden,Wrestling,Summer,"Wrestling Men's Lightweight, Greco-Roman",7
Sweden,Wrestling,Summer,"Wrestling Men's Middleweight A, Greco-Roman",1
Sweden,Wrestling,Summer,"Wrestling Men's Middleweight B, Greco-Roman",1
Sweden,Wrestling,Summer,"Wrestling Men's Middleweight, Freestyle",3
Sweden,Wrestling,Summer,"Wrestling Men's Middleweight, Greco-Roman",9
Sweden,Wrestling,Summer,"Wrestling Men's Super-Heavyweight, Greco-Roman",3
Sweden,Wrestling,Summer,"Wrestling Men's Welterweight, Freestyle",3
Sweden,Wrestling,Summer,"Wrestling Men's Welterweight, Greco-Roman",9
Sweden,Wrestling,Summer,"Wrestling Women's Featherweight, Freestyle",1
Sweden,Wrestling,Summer,"Wrestling Women's Light-Heavyweight, Freestyle",1
Switzerland,Aeronautics,Summer,Aeronautics Mixed Aeronautics,1
Switzerland,Alpine Skiing,Winter,Alpine Skiing Men's Combined,5
Switzerland,Alpine Skiing,Winter,Alpine Skiing Men's Downhill,12
Switzerland,Alpine Skiing,Winter,Alpine Skiing Men's Giant Slalom,11
Switzerland,Alpine Skiing,Winter,Alpine Skiing Men's Slalom,2
Switzerland,Alpine Skiing,Winter,Alpine Skiing Men's Super G,2
Switzerland,Alpine Skiing,Winter,Alpine Skiing Women's Combined,3
Switzerland,Alpine Skiing,Winter,Alpine Skiing Women's Downhill,11
Switzerland,Alpine Skiing,Winter,Alpine Skiing Women's Giant Slalom,7
Switzerland,Alpine Skiing,Winter,Alpine Skiing Women's Slalom,5
Switzerland,Alpine Skiing,Winter,Alpine Skiing Women's Super G,1
Switzerland,Alpinism,Summer,Alpinism Mixed Alpinism,2
Switzerland,Art Competitions,Summer,Art Competitions Mixed Architecture,2
Switzerland,Art Competitions,Summer,"Art Competitions Mixed Architecture, Designs For Town Planning",2
Switzerland,Art Competitions,Summer,"Art Competitions Mixed Painting, Applied Arts",2
Switzerland,Art Competitions,Summer,"Art Competitions Mixed Painting, Graphic Arts",1
Switzerland,Art Competitions,Summer,"Art Competitions Mixed Sculpturing, Statues",1
Switzerland,Athletics,Summer,"Athletics Men's 1,500 metres",1
Switzerland,Athletics,Summer,Athletics Men's 10 kilometres Walk,2
Switzerland,Athletics,Summer,"Athletics Men's 5,000 metres",1
Switzerland,Athletics,Summer,Athletics Men's 50 kilometres Walk,2
Switzerland,Athletics,Summer,Athletics Men's 800 metres,1
Switzerland,Athletics,Summer,Athletics Men's Shot Put,1
Switzerland,Beach Volleyball,Summer,Beach Volleyball Men's Beach Volleyball,2
Switzerland,Biathlon,Winter,Biathlon Women's 15 kilometres,1
Switzerland,Bobsleigh,Winter,Bobsleigh Men's Four,56
Switzerland,Bobsleigh,Winter,Bobsleigh Men's Four/Five,4
Switzerland,Bobsleigh,Winter,Bobsleigh Men's Two,32
Switzerland,Canoeing,Summer,"Canoeing Women's Kayak Fours, 500 metres",4
Switzerland,Cross Country Skiing,Winter,Cross Country Skiing Men's 15 kilometres,2
Switzerland,Cross Country Skiing,Winter,Cross Country Skiing Men's 30 km Skiathlon,1
Switzerland,Cross Country Skiing,Winter,Cross Country Skiing Men's 4 x 10 kilometres Relay,4
Switzerland,Cross Country Skiing,Winter,Cross Country Skiing Men's 50 kilometres,2
Switzerland,Cross Country Skiing,Winter,Cross Country Skiing Women's 4 x 5 kilometres Relay,4
Switzerland,Curling,Winter,Curling Men's Curling,14
Switzerland,Curling,Winter,Curling Women's Curling,9
Switzerland,Cycling,Summer,Cycling Men's 100 kilometres Team Time Trial,4
Switzerland,Cycling,Summer,"Cycling Men's Individual Pursuit, 4,000 metres",3
Switzerland,Cycling,Summer,Cycling Men's Individual Time Trial,2
Switzerland,Cycling,Summer,Cycling Men's Madison,2
Switzerland,Cycling,Summer,"Cycling Men's Mountainbike, Cross-Country",5
Switzerland,Cycling,Summer,"Cycling Men's Road Race, Individual",3
Switzerland,Cycling,Summer,"Cycling Men's Road Race, Team",4
Switzerland,Cycling,Summer,Cycling Women's Individual Time Trial,2
Switzerland,Cycling,Summer,"Cycling Women's Mountainbike, Cross-Country",1
Switzerland,Equestrianism,Summer,"Equestrianism Men's Dressage, Individual",1
Switzerland,Equestrianism,Summer,"Equestrianism Men's Jumping, Individual",2
Switzerland,Equestrianism,Summer,"Equestrianism Men's Jumping, Team",4
Switzerland,Equestrianism,Summer,"Equestrianism Men's Three-Day Event, Individual",1
Switzerland,Equestrianism,Summer,"Equestrianism Men's Three-Day Event, Team",4
Switzerland,Equestrianism,Summer,"Equestrianism Mixed Dressage, Individual",5
Switzerland,Equestrianism,Summer,"Equestrianism Mixed Dressage, Team",22
Switzerland,Equestrianism,Summer,"Equestrianism Mixed Jumping, Individual",3
Switzerland,Equestrianism,Summer,"Equestrianism Mixed Jumping, Team",8
Switzerland,Fencing,Summer,"Fencing Men's epee, Individual",3
Switzerland,Fencing,Summer,"Fencing Men's epee, Team",16
Switzerland,Fencing,Summer,"Fencing Women's epee, Individual",1
Switzerland,Fencing,Summer,"Fencing Women's epee, Team",3
Switzerland,Figure Skating,Winter,Figure Skating Men's Singles,3
Switzerland,Football,Summer,Football Men's Football,15
Switzerland,Freestyle Skiing,Winter,Freestyle Skiing Men's Aerials,1
Switzerland,Freestyle Skiing,Winter,Freestyle Skiing Men's Ski Cross,1
Switzerland,Freestyle Skiing,Winter,Freestyle Skiing Women's Aerials,2
Switzerland,Gymnastics,Summer,Gymnastics Men's Floor Exercise,4
Switzerland,Gymnastics,Summer,Gymnastics Men's Horizontal Bar,7
Switzerland,Gymnastics,Summer,Gymnastics Men's Horse Vault,3
Switzerland,Gymnastics,Summer,Gymnastics Men's Individual All-Around,6
Switzerland,Gymnastics,Summer,"Gymnastics Men's Individual All-Around, Apparatus Work",1
Switzerland,Gymnastics,Summer,Gymnastics Men's Parallel Bars,9
Switzerland,Gymnastics,Summer,Gymnastics Men's Pommelled Horse,9
Switzerland,Gymnastics,Summer,Gymnastics Men's Rings,3
Switzerland,Gymnastics,Summer,Gymnastics Men's Rope Climbing,1
Switzerland,Gymnastics,Summer,Gymnastics Men's Team All-Around,40
Switzerland,Gymnastics,Summer,Gymnastics Women's Horse Vault,1
Switzerland,Handball,Summer,Handball Men's Handball,17
Switzerland,Ice Hockey,Winter,Ice Hockey Men's Ice Hockey,29
Switzerland,Ice Hockey,Winter,Ice Hockey Women's Ice Hockey,19
Switzerland,Judo,Summer,Judo Men's Half-Heavyweight,1
Switzerland,Judo,Summer,Judo Men's Lightweight,1
Switzerland,Judo,Summer,Judo Men's Middleweight,2
Switzerland,Military Ski Patrol,Winter,Military Ski Patrol Men's Military Ski Patrol,4
Switzerland,Nordic Combined,Winter,Nordic Combined Men's Individual,2
Switzerland,Nordic Combined,Winter,Nordic Combined Men's Team,6
Switzerland,Rowing,Summer,Rowing Men's Coxed Fours,36
Switzerland,Rowing,Summer,Rowing Men's Coxed Pairs,9
Switzerland,Rowing,Summer,Rowing Men's Coxless Fours,8
Switzerland,Rowing,Summer,Rowing Men's Coxless Pairs,6
Switzerland,Rowing,Summer,Rowing Men's Double Sculls,6
Switzerland,Rowing,Summer,Rowing Men's Lightweight Coxless Fours,4
Switzerland,Rowing,Summer,Rowing Men's Lightweight Double Sculls,2
Switzerland,Rowing,Summer,Rowing Men's Single Sculls,4
Switzerland,Sailing,Summer,Sailing Mixed 1-2 Ton,3
Switzerland,Sailing,Summer,Sailing Mixed 5.5 metres,6
Switzerland,Shooting,Summer,"Shooting Men's Free Pistol, 50 metres",3
Switzerland,Shooting,Summer,"Shooting Men's Free Pistol, 50 metres, Team",5
Switzerland,Shooting,Summer,"Shooting Men's Free Rifle, Any Position, 300 metres",2
Switzerland,Shooting,Summer,"Shooting Men's Free Rifle, Kneeling, 300 metres",2
Switzerland,Shooting,Summer,"Shooting Men's Free Rifle, Three Positions, 300 metres",4
Switzerland,Shooting,Summer,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",15
